priority,classification,file_path,slug,category,publication_date,body_word_count,title,reason,source_status,cannibalization_status,recommended_action
"","B","src/articles/india/mohit-suri-teams-with-ram-gopal-varma-on-yrfbacked-twohero-gangster-film.md","mohit-suri-teams-with-ram-gopal-varma-on-yrfbacked-twohero-gangster-film","India","2026-09-13T20:30:25.000Z",93,"Mohit Suri Teams with Ram Gopal Varma on YRF‑Backed Two‑Hero Gangster Film","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/india/money-plant-care-sunlight-vs-shade-find-the-ideal-spot-for-lush-growth.md","money-plant-care-sunlight-vs-shade-find-the-ideal-spot-for-lush-growth","India","2026-09-19T00:30:25.000Z",97,"Money Plant Care: Sunlight vs Shade – Find the Ideal Spot for Lush Growth","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/mosquitoes-thrive-in-indian-bathrooms-5-simple-fixes-to-stop-them.md","mosquitoes-thrive-in-indian-bathrooms-5-simple-fixes-to-stop-them","India","2026-09-16T18:30:35.000Z",98,"Mosquitoes Thrive in Indian Bathrooms: 5 Simple Fixes to Stop Them","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/india/moxy-bengaluru-airport-prestige-tech-cloud-names-jegan-babu-as-new-food-beverage-mana.md","moxy-bengaluru-airport-prestige-tech-cloud-names-jegan-babu-as-new-food-beverage-mana","India","2026-09-21T20:30:28.000Z",36,"Moxy Bengaluru Airport Prestige Tech Cloud names Jegan Babu as new Food & Beverage manager","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","C","src/articles/india/mumbai-police-constable-loses-rs-112-lakh-in-matrimonial-gift-fraud.md","mumbai-police-constable-loses-rs-112-lakh-in-matrimonial-gift-fraud","India","2026-09-21T04:30:24.000Z",33,"Mumbai Police Constable Loses Rs 11.2 Lakh in Matrimonial Gift Fraud","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/neha-dhupia-says-motherhood-has-shaken-her-confidence-ahead-of-roadies-rebirth.md","neha-dhupia-says-motherhood-has-shaken-her-confidence-ahead-of-roadies-rebirth","India","2026-09-12T16:10:08.000Z",56,"Neha Dhupia says motherhood has shaken her confidence ahead of Roadies Rebirth","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/netflix-unveils-first-look-for-unaccustomed-earth-series-starring-freida-pinto.md","netflix-unveils-first-look-for-unaccustomed-earth-series-starring-freida-pinto","India","2026-09-19T09:31:08.000Z",118,"Netflix Unveils First Look for 'Unaccustomed Earth' Series Starring Freida Pinto","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/never-rejected-nepal-clears-stand-on-foreign-support-amid-rescue-seeks-specialised-as.md","never-rejected-nepal-clears-stand-on-foreign-support-amid-rescue-seeks-specialised-as","India","2026-08-30T04:52:34.000Z",125,"Nepal Refutes Rejection Claims, Requests Specialized Flood Aid from India, China","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/nxp-unveils-easyevse-platform-with-rw612-mcu-at-electronica-india-2026.md","nxp-unveils-easyevse-platform-with-rw612-mcu-at-electronica-india-2026","India","2026-09-20T15:30:26.000Z",50,"NXP Unveils EasyEVSE Platform with RW612 MCU at Electronica India 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/odisha-bjp-youth-wing-sets-world-record-collects-8810-blood-units-on-pm-modis-birthda.md","odisha-bjp-youth-wing-sets-world-record-collects-8810-blood-units-on-pm-modis-birthda","India","2026-09-18T05:30:29.000Z",90,"Odisha BJP Youth Wing Sets World Record, Collects 8,810 Blood Units on PM Modi’s Birthday","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/ott-week-preview-16-new-titles-debut-on-netflix-prime-video-jiohotstar-sep-1420.md","ott-week-preview-16-new-titles-debut-on-netflix-prime-video-jiohotstar-sep-1420","India","2026-09-14T14:30:25.000Z",114,"OTT Week Preview: 16 New Titles Debut on Netflix, Prime Video, JioHotstar (Sep 14‑20)","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P2","A","src/articles/india/pm-modi-arrives-in-uzbekistan-for-2-day-visit-gets-warm-welcome-from-president-mirziy.md","pm-modi-arrives-in-uzbekistan-for-2-day-visit-gets-warm-welcome-from-president-mirziy","India","2026-08-30T02:52:45.000Z",122,"PM Modi arrives in Uzbekistan, welcomed by President Mirziyoyev for trade, defence talks","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"","B","src/articles/india/pm-modi-begins-central-asia-visit-to-strengthen-indias-strategic-partnerships-and-pus.md","pm-modi-begins-central-asia-visit-to-strengthen-indias-strategic-partnerships-and-pus","India","2026-08-29T18:52:35.000Z",146,"Modi Launches Central Asia Tour to Bolster Strategic Ties and Regional Security","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/psu-lenders-to-appeal-nclt-approval-of-subhash-chandras-rs-65-cr-repayment-plan.md","psu-lenders-to-appeal-nclt-approval-of-subhash-chandras-rs-65-cr-repayment-plan","India","2026-08-30T03:52:35.000Z",118,"PSU Lenders to Appeal NCLT Sanction of Subhash Chandra’s Rs 6.5 Cr Repayment Plan","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/punjab-employee-unrest-puts-aap-on-the-back-foot.md","punjab-employee-unrest-puts-aap-on-the-back-foot","India","2026-08-30T09:52:33.000Z",123,"Punjab Government Employee Unrest Challenges AAP Ahead of Assembly Vote","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/punjab-lecturer-cadre-2026-admit-card-released-on-official-portal.md","punjab-lecturer-cadre-2026-admit-card-released-on-official-portal","India","2026-09-17T20:30:29.000Z",54,"Punjab Lecturer Cadre 2026 Admit Card Released on Official Portal","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/rajasthan-urban-local-body-count-starts-bjp-leads-early-over-congress.md","rajasthan-urban-local-body-count-starts-bjp-leads-early-over-congress","India","2026-09-14T10:30:51.000Z",78,"Rajasthan Urban Local Body Count Starts, BJP Leads Early Over Congress","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/raveena-tandon-reveals-nighttime-prank-that-broke-the-ice-with-karisma-kapoor-on-anda.md","raveena-tandon-reveals-nighttime-prank-that-broke-the-ice-with-karisma-kapoor-on-anda","India","2026-09-17T22:30:25.000Z",148,"Raveena Tandon Reveals Night‑time Prank That Broke the Ice with Karisma Kapoor on ‘Andaz Apna Apna’","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/rescued-from-nepal-floods-21-tn-pilgrims-meet-eam-at-delhi-airport.md","rescued-from-nepal-floods-21-tn-pilgrims-meet-eam-at-delhi-airport","India","2026-08-29T10:39:05.000Z",137,"21 Tamil Nadu pilgrims rescued from Nepal floods meet EAM at Delhi airport","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/school-assembly-broadcast-delivers-top-news-thought-history-to-students.md","school-assembly-broadcast-delivers-top-news-thought-history-to-students","India","2026-09-17T11:30:26.000Z",50,"School Assembly Broadcast Delivers Top News, Thought & History to Students","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/september-snow-blankets-himalayan-peaks-as-cold-wave-hits-north-india.md","september-snow-blankets-himalayan-peaks-as-cold-wave-hits-north-india","India","2026-09-18T18:30:30.000Z",127,"September Snow Blankets Himalayan Peaks as Cold Wave Hits North India","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/shah-rukh-khan-says-king-release-stays-on-schedule-despite-onset-injuries.md","shah-rukh-khan-says-king-release-stays-on-schedule-despite-onset-injuries","India","2026-09-15T22:30:27.000Z",50,"Shah Rukh Khan says 'King' release stays on schedule despite on‑set injuries","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/shaheen-bhatt-recalls-prank-on-fouryearold-alia-saying-she-wasnt-their-parents-child.md","shaheen-bhatt-recalls-prank-on-fouryearold-alia-saying-she-wasnt-their-parents-child","India","2026-09-12T15:36:24.000Z",85,"Shaheen Bhatt recalls prank on four‑year‑old Alia, saying she ‘wasn’t their parents’ child’","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/snakes-in-flower-pots-five-garden-species-explained-not-to-panic.md","snakes-in-flower-pots-five-garden-species-explained-not-to-panic","India","2026-09-18T02:30:24.000Z",103,"Snakes in Flower Pots: Five Garden Species Explained, Not to Panic","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/south-indian-breads-offer-crisp-soft-and-smoky-alternatives-to-naan.md","south-indian-breads-offer-crisp-soft-and-smoky-alternatives-to-naan","India","2026-09-21T23:30:24.000Z",61,"South Indian breads offer crisp, soft and smoky alternatives to naan","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/sp-mp-slams-bjp-for-excluding-opposition-chief-ministers-from-new-delhi-brics-summit.md","sp-mp-slams-bjp-for-excluding-opposition-chief-ministers-from-new-delhi-brics-summit","India","2026-09-14T22:30:41.000Z",62,"SP MP slams BJP for excluding opposition chief ministers from New Delhi BRICS summit","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/speeding-mahindra-thar-kills-57yearold-dairy-operator-in-jaipur-collision.md","speeding-mahindra-thar-kills-57yearold-dairy-operator-in-jaipur-collision","India","2026-09-22T01:30:31.000Z",66,"Speeding Mahindra Thar Kills 57‑Year‑Old Dairy Operator in Jaipur Collision","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/srabani-nanda-lauds-polands-spaa-olympic-centre-as-sprint-training-boost-for-india.md","srabani-nanda-lauds-polands-spaa-olympic-centre-as-sprint-training-boost-for-india","India","2026-09-13T04:10:08.000Z",50,"Srabani Nanda lauds Poland's Spała Olympic Centre as sprint training boost for India","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/srm-school-of-law-hosts-landmark-lecture-on-sustainability-law-and-human-rights.md","srm-school-of-law-hosts-landmark-lecture-on-sustainability-law-and-human-rights","India","2026-09-12T13:10:13.000Z",87,"SRM School of Law Hosts Landmark Lecture on Sustainability, Law and Human Rights","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/supreme-court-takes-up-manav-bhanot-vs-nhai-dispute-over-debt-resolution.md","supreme-court-takes-up-manav-bhanot-vs-nhai-dispute-over-debt-resolution","India","2026-09-10T08:47:49.000Z",128,"Supreme Court Takes Up Manav Bhanot vs. NHAI Dispute Over Debt Resolution","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/india/surat-trader-allegedly-stolen-of-gold-worth-rs-195-cr-and-aed-128-lakh-at-mumbai-airp.md","surat-trader-allegedly-stolen-of-gold-worth-rs-195-cr-and-aed-128-lakh-at-mumbai-airp","India","2026-09-12T06:10:06.000Z",81,"Surat Trader Allegedly Stolen of Gold Worth Rs 1.95 Cr and AED 1.28 Lakh at Mumbai Airport","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/tejashwi-yadav-urges-bihar-cm-to-install-lifesize-statues-of-three-late-leaders.md","tejashwi-yadav-urges-bihar-cm-to-install-lifesize-statues-of-three-late-leaders","India","2026-09-12T10:10:06.000Z",100,"Tejashwi Yadav urges Bihar CM to install life‑size statues of three late leaders","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/toxic-box-office-collection-day-3-live-updates-yash-film-eyes-rs-30-cr-day-4-after-ea.md","toxic-box-office-collection-day-3-live-updates-yash-film-eyes-rs-30-cr-day-4-after-ea","India","2026-08-29T14:39:23.000Z",144,"Yash’s ‘Toxic’ pulls Rs 221.45 cr globally by Day 3, targets Rs 30 cr on Day 4","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/uttar-pradesh-cabinet-approves-transfer-of-26-hectares-for-nsg-centre-in-ayodhya.md","uttar-pradesh-cabinet-approves-transfer-of-26-hectares-for-nsg-centre-in-ayodhya","India","2026-09-16T22:30:25.000Z",65,"Uttar Pradesh Cabinet Approves Transfer of 26 Hectares for NSG Centre in Ayodhya","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/vice-president-radhakrishnan-urges-educational-institutions-to-become-global-research.md","vice-president-radhakrishnan-urges-educational-institutions-to-become-global-research","India","2026-08-30T00:52:35.000Z",124,"Vice President Radhakrishnan calls for Indian colleges to become global research hubs","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/vivo-india-launches-its-new-vivo-buds-earbuds-with-long-battery-and-noisecancellation.md","vivo-india-launches-its-new-vivo-buds-earbuds-with-long-battery-and-noisecancellation","India","2026-09-12T19:10:05.000Z",73,"vivo India launches its new vivo Buds earbuds with long battery and noise‑cancellation","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/vp-cp-radhakrishnan-to-attend-upasi-trf-centenary-conference-in-tamil-nadu.md","vp-cp-radhakrishnan-to-attend-upasi-trf-centenary-conference-in-tamil-nadu","India","2026-09-21T17:30:26.000Z",90,"VP C.P. Radhakrishnan to Attend UPASI TRF Centenary Conference in Tamil Nadu","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/india/west-bengal-bypolls-left-announces-nandigram-rejinagar-candidates-as-tmc-splits.md","west-bengal-bypolls-left-announces-nandigram-rejinagar-candidates-as-tmc-splits","India","2026-09-13T06:10:05.000Z",38,"West Bengal Bypolls: Left Announces Nandigram, Rejinagar Candidates as TMC Splits","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/why-was-vaibhav-sooryavanshi-not-selected-in-india-u-19-squad-bcci-rule-is-the-reason.md","why-was-vaibhav-sooryavanshi-not-selected-in-india-u-19-squad-bcci-rule-is-the-reason","India","2026-08-29T11:21:11.000Z",145,"BCCI rule bars Vaibhav Sooryavanshi from India U‑19 squad despite strong performances","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P2","A","src/articles/india/workshop-at-ooty-explores-space-science-human-biology.md","workshop-at-ooty-explores-space-science-human-biology","India","2026-08-29T17:52:33.000Z",132,"Astro‑Bio 2026 Workshop in Ooty Examines Space Simulation and Human Biology","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"P1","A","src/articles/india/wrestleractor-saurav-gurjar-arrested-at-mumbai-airport-on-sexual-exploitation-charges.md","wrestleractor-saurav-gurjar-arrested-at-mumbai-airport-on-sexual-exploitation-charges","India","2026-09-21T02:30:24.000Z",75,"Wrestler‑actor Saurav Gurjar arrested at Mumbai airport on sexual exploitation charges","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/wwe-smackdown-free-live-streaming-online-august-28-get-wrestling-weekly-episode-live.md","wwe-smackdown-free-live-streaming-online-august-28-get-wrestling-weekly-episode-live","India","2026-08-29T11:04:23.000Z",145,"WWE SmackDown Live on Aug 28, 2026: US TV, Peacock & Netflix Stream Details","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/yangi-uzbekistan-monument-reflects-aspirations-of-uzbek-people-pm-modi.md","yangi-uzbekistan-monument-reflects-aspirations-of-uzbek-people-pm-modi","India","2026-08-30T06:52:34.000Z",127,"Modi says Yangi Uzbekistan Monument Symbolizes Uzbek Aspirations During Bilateral Visit","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/1979-beetles-tribute-team-wins-21st-annual-parker-youth-golf-tournament.md","1979-beetles-tribute-team-wins-21st-annual-parker-youth-golf-tournament","Sports","2026-09-12T09:05:09.000Z",99,"1979 Beetles Tribute Team Wins 21st Annual Parker Youth Golf Tournament","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/911-as-generational-line-author-sees-it-as-memory-for-millennials-history-for-gen-z.md","911-as-generational-line-author-sees-it-as-memory-for-millennials-history-for-gen-z","Sports","2026-09-12T03:05:09.000Z",113,"9/11 as generational line: Author sees it as memory for millennials, history for Gen Z","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/abhishek-sharmas-82-off-32-fuels-indias-7-wicket-win-over-afghanistan-in-1st-t20i.md","abhishek-sharmas-82-off-32-fuels-indias-7-wicket-win-over-afghanistan-in-1st-t20i","Sports","2026-09-14T05:17:18.000Z",50,"Abhishek Sharma's 82 off 32 fuels India's 7-wicket win over Afghanistan in 1st T20I","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/alex-neil-urges-millwall-to-build-on-newcastle-display-ahead-of-vital-week.md","alex-neil-urges-millwall-to-build-on-newcastle-display-ahead-of-vital-week","Sports","2026-09-11T19:06:42.000Z",86,"Alex Neil Urges Millwall to Build on Newcastle Display Ahead of Vital Week","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/asakura-ko-prop-tops-ufc-shanghai-weekend-lock.md","asakura-ko-prop-tops-ufc-shanghai-weekend-lock","Sports","2026-08-29T11:32:01.000Z",142,"Kai Asakura Favored for KO/TKO in UFC Shanghai Main Event","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/atlanta-hawks-waive-former-lottery-pick-devin-carter-roster-still-over-limit.md","atlanta-hawks-waive-former-lottery-pick-devin-carter-roster-still-over-limit","Sports","2026-09-12T19:05:02.000Z",40,"Atlanta Hawks waive former lottery pick Devin Carter, roster still over limit","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/sports/ben-shelton-books-us-open-final-eyes-first-us-mens-title-in-23-years.md","ben-shelton-books-us-open-final-eyes-first-us-mens-title-in-23-years","Sports","2026-09-12T17:05:07.000Z",51,"Ben Shelton books US Open final, eyes first US men's title in 23 years","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/bengals-shift-focus-to-adversity-ahead-of-season-opener-vs-buccaneers.md","bengals-shift-focus-to-adversity-ahead-of-season-opener-vs-buccaneers","Sports","2026-09-13T13:05:47.000Z",91,"Bengals Shift Focus to Adversity Ahead of Season Opener vs Buccaneers","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/bivol-eyes-december-wbo-mandatory-vs-smith-eyes-2027-blockbuster.md","bivol-eyes-december-wbo-mandatory-vs-smith-eyes-2027-blockbuster","Sports","2026-09-17T23:17:34.000Z",73,"Bivol eyes December WBO mandatory vs Smith, eyes 2027 blockbuster","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/brics-international-football-alliance-opens-india-chapter-to-boost-unity-through-spor.md","brics-international-football-alliance-opens-india-chapter-to-boost-unity-through-spor","Sports","2026-09-13T23:17:18.000Z",68,"BRICS International Football Alliance Opens India Chapter to Boost Unity Through Sport","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/bucy-nets-six-as-allegany-thumps-hampshire-10-0.md","bucy-nets-six-as-allegany-thumps-hampshire-10-0","Sports","2026-09-22T01:17:20.000Z",79,"Bucy nets six as Allegany thumps Hampshire 10-0","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/cbnc-previews-2026-nfl-season-with-power-rankings-draft-picks-and-award-outlook.md","cbnc-previews-2026-nfl-season-with-power-rankings-draft-picks-and-award-outlook","Sports","2026-09-12T05:05:10.000Z",94,"CBNC previews 2026 NFL season with power rankings, draft picks and award outlook","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/chelsea-poised-to-table-100m-bid-for-real-madrid-midfielder-says-xabi-alonso.md","chelsea-poised-to-table-100m-bid-for-real-madrid-midfielder-says-xabi-alonso","Sports","2026-09-17T19:17:19.000Z",42,"Chelsea poised to table €100m bid for Real Madrid midfielder, says Xabi Alonso","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/sports/chiefs-top-broncos-as-mahomes-walker-kelce-nix-and-waddle-shine.md","chiefs-top-broncos-as-mahomes-walker-kelce-nix-and-waddle-shine","Sports","2026-09-15T15:17:19.000Z",67,"Chiefs Top Broncos as Mahomes, Walker, Kelce, Nix, and Waddle Shine","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/cole-palmer-pulls-out-of-england-squad-with-minor-muscle-injury-ahead-of-nations-leag.md","cole-palmer-pulls-out-of-england-squad-with-minor-muscle-injury-ahead-of-nations-leag","Sports","2026-09-21T23:17:25.000Z",117,"Cole Palmer pulls out of England squad with minor muscle injury ahead of Nations League","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/congress-leader-salman-khurshid-comments-on-indias-refusal-to-accept-asia-cup-trophy.md","congress-leader-salman-khurshid-comments-on-indias-refusal-to-accept-asia-cup-trophy","Sports","2026-09-14T19:17:23.000Z",63,"Congress Leader Salman Khurshid Comments on India's Refusal to Accept Asia Cup Trophy","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/delhi-capitals-plan-coaching-overhaul-with-chaminda-vaas-and-sourav-ganguly.md","delhi-capitals-plan-coaching-overhaul-with-chaminda-vaas-and-sourav-ganguly","Sports","2026-09-14T23:17:43.000Z",88,"Delhi Capitals Plan Coaching Overhaul With Chaminda Vaas and Sourav Ganguly","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/derbyshires-aneurin-donald-to-make-england-t20-debut-at-rose-bowl-against-sri-lanka.md","derbyshires-aneurin-donald-to-make-england-t20-debut-at-rose-bowl-against-sri-lanka","Sports","2026-09-15T03:17:21.000Z",94,"Derbyshire’s Aneurin Donald to make England T20 debut at Rose Bowl against Sri Lanka","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/diana-edulji-urges-harmanpreet-kaur-to-pass-captaincy-to-smriti-mandhana.md","diana-edulji-urges-harmanpreet-kaur-to-pass-captaincy-to-smriti-mandhana","Sports","2026-09-18T17:17:25.000Z",118,"Diana Edulji urges Harmanpreet Kaur to pass captaincy to Smriti Mandhana","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/dodgers-prospect-josue-de-paula-belts-416-foot-homer-for-first-mlb-hit.md","dodgers-prospect-josue-de-paula-belts-416-foot-homer-for-first-mlb-hit","Sports","2026-09-14T15:17:37.000Z",61,"Dodgers Prospect Josue De Paula Belts 416-Foot Homer for First MLB Hit","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/eci-assigns-new-symbols-to-mamata-banerjee-and-arup-roy-tmc-factions-ahead-of-oct-6-b.md","eci-assigns-new-symbols-to-mamata-banerjee-and-arup-roy-tmc-factions-ahead-of-oct-6-b","Sports","2026-09-18T21:18:38.000Z",81,"ECI assigns new symbols to Mamata Banerjee and Arup Roy TMC factions ahead of Oct 6 bypoll","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/edinburgh-castle-rockers-face-belfast-wolves-in-etpl-2026-final-at-dublin.md","edinburgh-castle-rockers-face-belfast-wolves-in-etpl-2026-final-at-dublin","Sports","2026-09-20T23:17:21.000Z",64,"Edinburgh Castle Rockers Face Belfast Wolves in ETPL 2026 Final at Dublin","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/flix-bautista-vows-orioles-comeback-after-2025-shoulder-surgery.md","flix-bautista-vows-orioles-comeback-after-2025-shoulder-surgery","Sports","2026-09-21T09:17:19.000Z",55,"Félix Bautista vows Orioles comeback after 2025 shoulder surgery","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/freeman-praises-notre-dame-after-27-10-win-over-michigan-state.md","freeman-praises-notre-dame-after-27-10-win-over-michigan-state","Sports","2026-09-20T19:17:19.000Z",63,"Freeman praises Notre Dame after 27-10 win over Michigan State","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/fulham-edge-west-ham-3-2-in-carabao-cup-london-derby-oscar-bobb-clinches-win.md","fulham-edge-west-ham-3-2-in-carabao-cup-london-derby-oscar-bobb-clinches-win","Sports","2026-09-16T15:17:22.000Z",77,"Fulham edge West Ham 3-2 in Carabao Cup London derby, Oscar Bobb clinches win","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/hamilton-slams-barrier-in-practice-defies-team-orders-to-stop.md","hamilton-slams-barrier-in-practice-defies-team-orders-to-stop","Sports","2026-09-12T23:05:02.000Z",38,"Hamilton slams barrier in practice, defies team orders to stop","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
